"","FID1","IID1","FID2","IID2","NSNP","HETHET","IBS0","KINSHIP"
"350",0,"OM258",0,"OF289",949437,0.0742524,0.0216697,0.0619205
"351",0,"OM258",0,"OF304",966454,0.0805512,0.0140162,0.142447
"352",0,"OM270",0,"E10F",1106779,0.0487875,0.0547661,-0.423458
"353",0,"OM270",0,"E13M",1104721,0.058642,0.0501864,-0.254027
"354",0,"OM270",0,"E14F",1133728,0.0423444,0.0577405,-0.616841
"355",0,"OM270",0,"E18F",1127664,0.062578,0.0431245,-0.146276
"356",0,"OM270",0,"E19M",1068892,0.0620596,0.0486766,-0.216911
"357",0,"OM270",0,"E24M",1126210,0.0565117,0.0487591,-0.261407
"358",0,"OM270",0,"E25F",1063201,0.0566309,0.0480135,-0.242163
"359",0,"OM270",0,"E27M",994419,0.063611,0.0428733,-0.131822
"360",0,"OM270",0,"E28F",1061119,0.0594618,0.0497663,-0.226012
"361",0,"OM270",0,"E29M",1125413,0.0565979,0.0509822,-0.259806
"362",0,"OM270",0,"E30M",1115432,0.0639654,0.0420949,-0.127606
"363",0,"OM270",0,"E31M",1132068,0.0573835,0.0479715,-0.258718
"364",0,"OM270",0,"E32M",1083291,0.0573604,0.0509448,-0.268381
"365",0,"OM270",0,"E33M",884147,0.0606562,0.0466065,-0.174865
"366",0,"OM270",0,"E34M",1127182,0.0545901,0.0486434,-0.277112
"367",0,"OM270",0,"E35M",1134511,0.0721271,0.0273554,0.0246006
"368",0,"OM270",0,"E36F",1075268,0.054312,0.0486623,-0.276455
"369",0,"OM270",0,"E37F",1127611,0.0421644,0.0567261,-0.571611
"370",0,"OM270",0,"LAO01M",1131516,0.0970751,0.00026248,0.291446
"371",0,"OM270",0,"LAO03M",1091051,0.0770101,0.000293295,0.212872
"372",0,"OM270",0,"LAO06M",1127385,0.0751074,0.0137726,0.0843294
"373",0,"OM270",0,"LO01F",1127513,0.0726014,0.0228494,0.063062
"374",0,"OM270",0,"LO03M",1109321,0.0593444,0.0497593,-0.239672
"375",0,"OM270",0,"LO04M",1117788,0.0936698,0.000320275,0.277588
"376",0,"OM270",0,"OF289",1093445,0.0903511,0.000492023,0.261731
"377",0,"OM270",0,"OF304",1112390,0.0918778,0.000381161,0.267326
"378",0,"OM270",0,"OM258",942694,0.0753574,0.0235623,0.0448284
"379",0,"OM274",0,"E10F",1132990,0.0455176,0.0453579,-0.317121
"380",0,"OM274",0,"E13M",1130800,0.0539689,0.0425354,-0.179461
"381",0,"OM274",0,"E14F",1160612,0.0405458,0.0508456,-0.51097
"382",0,"OM274",0,"E18F",1154462,0.0591799,0.0366292,-0.0829388
"383",0,"OM274",0,"E19M",1095600,0.0538472,0.0433406,-0.177037
"384",0,"OM274",0,"E24M",1153008,0.0519962,0.0418427,-0.191665
"385",0,"OM274",0,"E25F",1088399,0.0522575,0.0413782,-0.176012
"386",0,"OM274",0,"E27M",1018045,0.059686,0.0403646,-0.0994601
"387",0,"OM274",0,"E28F",1086134,0.0562481,0.0401129,-0.13442
"388",0,"OM274",0,"E29M",1151947,0.0528549,0.0411538,-0.166587
"389",0,"OM274",0,"E30M",1141764,0.0595132,0.0321581,-0.0440425
"390",0,"OM274",0,"E31M",1159060,0.0521517,0.0413188,-0.193525
"391",0,"OM274",0,"E32M",1108735,0.0558114,0.0426297,-0.177595
"392",0,"OM274",0,"E33M",906283,0.0560796,0.0382585,-0.104145
"393",0,"OM274",0,"E34M",1154141,0.0494879,0.0409127,-0.202037
"394",0,"OM274",0,"E35M",1161457,0.0656624,0.0211915,0.0708968
"395",0,"OM274",0,"E36F",1102278,0.0508465,0.0418225,-0.201967
"396",0,"OM274",0,"E37F",1154668,0.0384569,0.0491345,-0.470438
"397",0,"OM274",0,"LAO01M",1158183,0.0735186,0.0219706,0.0727562
"398",0,"OM274",0,"LAO03M",1117752,0.0551688,0.0310409,-0.118292
"399",0,"OM274",0,"LAO06M",1153928,0.0648004,0.0233671,-0.0101641
"400",0,"OM274",0,"LO01F",1154558,0.0689259,0.0213372,0.0832109
"401",0,"OM274",0,"LO03M",1135489,0.0545791,0.0388132,-0.14236
"402",0,"OM274",0,"LO04M",1144153,0.0735776,0.0186566,0.101044
"403",0,"OM274",0,"OF289",1118626,0.081449,0.0141218,0.15361
"404",0,"OM274",0,"OF304",1138448,0.0870615,0.0136475,0.178231
"405",0,"OM274",0,"OM258",965044,0.0715491,0.0196561,0.0882117
"406",0,"OM274",0,"OM270",1111398,0.101132,0.0124807,0.221439
"407",0,"OM276",0,"E10F",1142187,0.044955,0.0449524,-0.27954
"408",0,"OM276",0,"E13M",1140045,0.0512673,0.0378362,-0.123106
"409",0,"OM276",0,"E14F",1169829,0.0368627,0.0539976,-0.520972
"410",0,"OM276",0,"E18F",1163664,0.0542562,0.0370382,-0.0755708
"411",0,"OM276",0,"E19M",1103836,0.0518537,0.0449252,-0.166927
"412",0,"OM276",0,"E24M",1162263,0.050905,0.0396322,-0.146973
"413",0,"OM276",0,"E25F",1097371,0.0510712,0.0407847,-0.14545
"414",0,"OM276",0,"E27M",1026835,0.054928,0.0354322,-0.0591217
"415",0,"OM276",0,"E28F",1095357,0.0526449,0.0398089,-0.116662
"416",0,"OM276",0,"E29M",1161275,0.0507692,0.0407724,-0.141492
"417",0,"OM276",0,"E30M",1151032,0.0549576,0.034337,-0.0496778
"418",0,"OM276",0,"E31M",1168179,0.0482546,0.0393536,-0.161609
"419",0,"OM276",0,"E32M",1117992,0.0488885,0.0401845,-0.153902
"420",0,"OM276",0,"E33M",914027,0.0540892,0.0404868,-0.0993967
"421",0,"OM276",0,"E34M",1163111,0.0479327,0.0429959,-0.193557
"422",0,"OM276",0,"E35M",1170734,0.0641333,0.0180118,0.0808245
"423",0,"OM276",0,"E36F",1110561,0.0467493,0.0398762,-0.170966
"424",0,"OM276",0,"E37F",1163707,0.036663,0.0507722,-0.456552
"425",0,"OM276",0,"LAO01M",1167540,0.0599979,0.0332631,-0.0331575
"426",0,"OM276",0,"LAO03M",1126284,0.0482116,0.0534936,-0.310683
"427",0,"OM276",0,"LAO06M",1163238,0.0515853,0.0359368,-0.144996
"428",0,"OM276",0,"LO01F",1163619,0.0641052,0.0207602,0.0510167
"429",0,"OM276",0,"LO03M",1144789,0.0526132,0.0385565,-0.11745
"430",0,"OM276",0,"LO04M",1153395,0.0613753,0.0329575,-0.0195736
"431",0,"OM276",0,"OF289",1128098,0.0696872,0.0230352,0.0361475
"432",0,"OM276",0,"OF304",1147768,0.0754717,0.0187067,0.0915768
"433",0,"OM276",0,"OM258",973728,0.0743072,0.000464195,0.261084
"434",0,"OM276",0,"OM270",1120851,0.0752482,0.0284454,0.00942557
"435",0,"OM276",0,"OM274",1147196,0.0699078,0.0233046,0.0561936
"436",0,"OM279",0,"E10F",1080440,0.0428751,0.0443282,-0.28469
"437",0,"OM279",0,"E13M",1078392,0.0484898,0.037784,-0.134513
"438",0,"OM279",0,"E14F",1107238,0.0337353,0.0530952,-0.531668
"439",0,"OM279",0,"E18F",1101302,0.052398,0.0381212,-0.0916547
"440",0,"OM279",0,"E19M",1044991,0.0487306,0.0454999,-0.18484
"441",0,"OM279",0,"E24M",1099741,0.0485924,0.03841,-0.147993
"442",0,"OM279",0,"E25F",1037580,0.0480242,0.0402976,-0.154839
"443",0,"OM279",0,"E27M",969627,0.0548262,0.0382529,-0.0794453
"444",0,"OM279",0,"E28F",1035285,0.0496404,0.0388125,-0.121782
"445",0,"OM279",0,"E29M",1098772,0.0489565,0.0397862,-0.141746
"446",0,"OM279",0,"E30M",1089045,0.0540786,0.03286,-0.0422998
"447",0,"OM279",0,"E31M",1105737,0.0492215,0.0396903,-0.161791
"448",0,"OM279",0,"E32M",1056972,0.0481829,0.0401203,-0.157775
"449",0,"OM279",0,"E33M",862061,0.0524986,0.0403452,-0.104655
"450",0,"OM279",0,"E34M",1101179,0.0462722,0.0430984,-0.202782
"451",0,"OM279",0,"E35M",1108101,0.0679767,0.0106958,0.148379
"452",0,"OM279",0,"E36F",1051554,0.0458027,0.0419303,-0.193277
"453",0,"OM279",0,"E37F",1101455,0.0348312,0.0494373,-0.453239
"454",0,"OM279",0,"LAO01M",1104832,0.0581093,0.029848,-0.0150474
"455",0,"OM279",0,"LAO03M",1066549,0.0478178,0.0507543,-0.289916
"456",0,"OM279",0,"LAO06M",1100614,0.0504836,0.0329707,-0.124566
"457",0,"OM279",0,"LO01F",1101425,0.0687754,0.0161754,0.102132
"458",0,"OM279",0,"LO03M",1082832,0.0504935,0.039272,-0.132619
"459",0,"OM279",0,"LO04M",1091063,0.0606015,0.0341786,-0.0319816
"460",0,"OM279",0,"OF289",1066699,0.0690485,0.02099,0.0492376
"461",0,"OM279",0,"OF304",1085909,0.0770488,0.017437,0.107772
"462",0,"OM279",0,"OM258",918417,0.0707979,0.00043771,0.250197
"463",0,"OM279",0,"OM270",1059773,0.0722532,0.0271747,0.00896073
"464",0,"OM279",0,"OM274",1086205,0.0706147,0.0237285,0.0568773
"465",0,"OM279",0,"OM276",1094100,0.0853258,0.00363404,0.281626
"466",0,"OM283",0,"E10F",1128486,0.0307518,0.0561744,-0.386449
"467",0,"OM283",0,"E13M",1126304,0.0402485,0.0462069,-0.261082
"468",0,"OM283",0,"E14F",1155831,0.0320895,0.0661403,-0.607241
"469",0,"OM283",0,"E18F",1149709,0.0418028,0.0469806,-0.287063
"470",0,"OM283",0,"E19M",1090230,0.0402401,0.0535859,-0.335986
"471",0,"OM283",0,"E24M",1148089,0.0387479,0.0523409,-0.316391
"472",0,"OM283",0,"E25F",1084070,0.0392853,0.0467728,-0.271012
"473",0,"OM283",0,"E27M",1013999,0.0449428,0.0465553,-0.275587
"474",0,"OM283",0,"E28F",1081960,0.0399331,0.0486219,-0.295918
"475",0,"OM283",0,"E29M",1147340,0.0392769,0.0504314,-0.308442
"476",0,"OM283",0,"E30M",1137287,0.0440197,0.0445736,-0.261541
"477",0,"OM283",0,"E31M",1154179,0.0389576,0.0521436,-0.310781
"478",0,"OM283",0,"E32M",1104468,0.0380781,0.0502939,-0.305504
"479",0,"OM283",0,"E33M",902478,0.0411711,0.0490527,-0.305245
"480",0,"OM283",0,"E34M",1149110,0.0384106,0.0504799,-0.298118
"481",0,"OM283",0,"E35M",1156630,0.0484857,0.0365899,-0.194303
"482",0,"OM283",0,"E36F",1096651,0.0401048,0.0525254,-0.311682
"483",0,"OM283",0,"E37F",1149574,0.026763,0.0608173,-0.544408
"484",0,"OM283",0,"LAO01M",1153538,0.049551,0.0395323,-0.179827
"485",0,"OM283",0,"LAO03M",1112640,0.045739,0.0634563,-0.367022
"486",0,"OM283",0,"LAO06M",1149356,0.0430632,0.0374479,-0.14459
"487",0,"OM283",0,"LO01F",1149645,0.0498571,0.0347559,-0.183774
"488",0,"OM283",0,"LO03M",1130946,0.0413707,0.0491155,-0.287224
"489",0,"OM283",0,"LO04M",1139482,0.0475391,0.0379857,-0.181293
"490",0,"OM283",0,"OF289",1114578,0.0600137,0.0185469,-0.0170298
"491",0,"OM283",0,"OF304",1134245,0.0638795,0.0174618,0.0131687
"492",0,"OM283",0,"OM258",961645,0.0617848,0.0194978,0.0404968
"493",0,"OM283",0,"OM270",1107344,0.0606794,0.0417215,-0.230076
"494",0,"OM283",0,"OM274",1133208,0.0563118,0.0286435,-0.0979618
"495",0,"OM283",0,"OM276",1142622,0.0518002,0.0260585,-0.0609248
"496",0,"OM283",0,"OM279",1080798,0.0492645,0.025718,-0.0694527
"497",0,"OM290",0,"E10F",1106578,0.0413934,0.0514397,-0.343289
"498",0,"OM290",0,"E13M",1104440,0.046524,0.0410633,-0.157801
"499",0,"OM290",0,"E14F",1133396,0.035406,0.0577,-0.554797
"500",0,"OM290",0,"E18F",1127451,0.0511135,0.0423761,-0.130989
"501",0,"OM290",0,"E19M",1068730,0.0484912,0.0497619,-0.207375
"502",0,"OM290",0,"E24M",1125986,0.0459801,0.0413566,-0.170593
"503",0,"OM290",0,"E25F",1062864,0.0479384,0.0445814,-0.178071
"504",0,"OM290",0,"E27M",993993,0.0530054,0.0420395,-0.126247
"505",0,"OM290",0,"E28F",1060920,0.0483986,0.0428119,-0.145923
"506",0,"OM290",0,"E29M",1125110,0.045448,0.0450943,-0.186334
"507",0,"OM290",0,"E30M",1115191,0.0525309,0.0369856,-0.0899027
"508",0,"OM290",0,"E31M",1131781,0.0469623,0.0438822,-0.194101
"509",0,"OM290",0,"E32M",1082946,0.0475185,0.044463,-0.183762
"510",0,"OM290",0,"E33M",884231,0.051214,0.0443108,-0.141754
"511",0,"OM290",0,"E34M",1126932,0.0466044,0.0463657,-0.217059
"512",0,"OM290",0,"E35M",1134286,0.0611548,0.0221188,0.0324558
"513",0,"OM290",0,"E36F",1075246,0.0455226,0.0461606,-0.216572
"514",0,"OM290",0,"E37F",1127290,0.0336018,0.0547348,-0.500632
"515",0,"OM290",0,"LAO01M",1131133,0.0573929,0.0289966,-0.00253473
"516",0,"OM290",0,"LAO03M",1090666,0.0492158,0.0477213,-0.244059
"517",0,"OM290",0,"LAO06M",1126968,0.0506572,0.0323124,-0.106028
"518",0,"OM290",0,"LO01F",1127354,0.0626973,0.0263289,-0.00255625
"519",0,"OM290",0,"LO03M",1108957,0.0471434,0.0437104,-0.169265
"520",0,"OM290",0,"LO04M",1117480,0.0562847,0.0293285,-0.014608
"521",0,"OM290",0,"OF289",1093002,0.0673485,0.0210841,0.0342018
"522",0,"OM290",0,"OF304",1112063,0.0728124,0.0154892,0.0995193
"523",0,"OM290",0,"OM258",942559,0.0626528,0.00727275,0.168021
"524",0,"OM290",0,"OM270",1085917,0.0737856,0.0226537,0.0380215
"525",0,"OM290",0,"OM274",1111122,0.0751889,0.0155437,0.126674
"526",0,"OM290",0,"OM276",1120625,0.0656759,0.0123279,0.143119
"527",0,"OM290",0,"OM279",1059121,0.07263,0.000246431,0.260371
"528",0,"OM290",0,"OM283",1106961,0.0531211,0.0265827,-0.0481917
"529",0,"OM292",0,"E10F",1063017,0.0382553,0.053636,-0.367704
"530",0,"OM292",0,"E13M",1060901,0.0462418,0.0414629,-0.152213
"531",0,"OM292",0,"E14F",1089066,0.0377085,0.0621505,-0.578896
"532",0,"OM292",0,"E18F",1083215,0.0490521,0.044703,-0.170257
"533",0,"OM292",0,"E19M",1026123,0.0474768,0.0501879,-0.20517
"534",0,"OM292",0,"E24M",1081896,0.0427934,0.0424976,-0.183602
"535",0,"OM292",0,"E25F",1020973,0.0461403,0.0461511,-0.188064
"536",0,"OM292",0,"E27M",954205,0.0496916,0.0439203,-0.168259
"537",0,"OM292",0,"E28F",1018868,0.0508653,0.0487433,-0.18232
"538",0,"OM292",0,"E29M",1080966,0.0459126,0.0496186,-0.211025
"539",0,"OM292",0,"E30M",1071562,0.0514109,0.0414535,-0.140484
"540",0,"OM292",0,"E31M",1087302,0.045303,0.0458723,-0.207469
"541",0,"OM292",0,"E32M",1040137,0.0469621,0.0495271,-0.21722
"542",0,"OM292",0,"E33M",848015,0.049867,0.0471194,-0.185158
"543",0,"OM292",0,"E34M",1082482,0.0435545,0.0491556,-0.242684
"544",0,"OM292",0,"E35M",1089927,0.0592865,0.0210023,0.0261288
"545",0,"OM292",0,"E36F",1032320,0.0435795,0.0487669,-0.236775
"546",0,"OM292",0,"E37F",1083121,0.0351032,0.0578744,-0.513347
"547",0,"OM292",0,"LAO01M",1086808,0.0593104,0.0299216,-0.0107795
"548",0,"OM292",0,"LAO03M",1047455,0.048383,0.0435713,-0.20134
"549",0,"OM292",0,"LAO06M",1082847,0.0480548,0.0275782,-0.0658954
"550",0,"OM292",0,"LO01F",1083049,0.0577102,0.0262823,-0.0306288
"551",0,"OM292",0,"LO03M",1065404,0.0467288,0.0457667,-0.177596
"552",0,"OM292",0,"LO04M",1073599,0.0603643,0.0274423,0.00641876
"553",0,"OM292",0,"OF289",1050094,0.0704461,0.018425,0.0588923
"554",0,"OM292",0,"OF304",1068401,0.0698455,0.0157993,0.0804942
"555",0,"OM292",0,"OM258",904657,0.0583039,0.0115646,0.115621
"556",0,"OM292",0,"OM270",1043221,0.0765255,0.022628,0.0414674
"557",0,"OM292",0,"OM274",1067209,0.0666364,0.0113333,0.12159
"558",0,"OM292",0,"OM276",1076581,0.0608203,0.0135549,0.111265
"559",0,"OM292",0,"OM279",1017093,0.0624761,0.0003569,0.220618
"560",0,"OM292",0,"OM283",1063584,0.0487935,0.0301358,-0.0888911
"561",0,"OM292",0,"OM290",1043023,0.0743905,0.00654156,0.226262
"562",0,"OM301",0,"E10F",1123034,0.0457626,0.0486477,-0.36064
"563",0,"OM301",0,"E13M",1120816,0.0560645,0.0391697,-0.158874
"564",0,"OM301",0,"E14F",1150276,0.041311,0.0555154,-0.573481
"565",0,"OM301",0,"E18F",1144238,0.0575186,0.0383731,-0.114032
"566",0,"OM301",0,"E19M",1085086,0.056484,0.0434131,-0.179947
"567",0,"OM301",0,"E24M",1142787,0.0531131,0.0391245,-0.178961
"568",0,"OM301",0,"E25F",1078866,0.0556158,0.0420136,-0.181289
"569",0,"OM301",0,"E27M",1008902,0.0601208,0.0374576,-0.0893558
"570",0,"OM301",0,"E28F",1076684,0.0565059,0.044272,-0.177818
"571",0,"OM301",0,"E29M",1141776,0.0544003,0.046108,-0.211979
"572",0,"OM301",0,"E30M",1131790,0.0610096,0.0356206,-0.0754238
"573",0,"OM301",0,"E31M",1148670,0.0536325,0.0413043,-0.201728
"574",0,"OM301",0,"E32M",1099123,0.0544953,0.0442526,-0.207784
"575",0,"OM301",0,"E33M",897950,0.0586826,0.0441116,-0.148556
"576",0,"OM301",0,"E34M",1143642,0.0533838,0.0433247,-0.219709
"577",0,"OM301",0,"E35M",1151167,0.0691177,0.0240373,0.0518679
"578",0,"OM301",0,"E36F",1091703,0.0532462,0.0448144,-0.230796
"579",0,"OM301",0,"E37F",1144200,0.0390963,0.0539268,-0.534548
"580",0,"OM301",0,"LAO01M",1147957,0.075603,0.0157802,0.113399
"581",0,"OM301",0,"LAO03M",1107108,0.0673855,0.0275484,-0.0475029
"582",0,"OM301",0,"LAO06M",1143730,0.0643954,0.0205197,-0.00167145
"583",0,"OM301",0,"LO01F",1144144,0.0711912,0.0213749,0.0826972
"584",0,"OM301",0,"LO03M",1125662,0.0560097,0.0429889,-0.182099
"585",0,"OM301",0,"LO04M",1133997,0.0770857,0.0083845,0.175459
"586",0,"OM301",0,"OF289",1109222,0.0845097,0.0105416,0.188474
"587",0,"OM301",0,"OF304",1128519,0.0893366,0.0129586,0.191531
"588",0,"OM301",0,"OM258",956797,0.0748246,0.019558,0.0878637
"589",0,"OM301",0,"OM270",1101897,0.111655,0.00751431,0.284223
"590",0,"OM301",0,"OM274",1127850,0.0930647,0.00798776,0.238902
"591",0,"OM301",0,"OM276",1137205,0.0755818,0.0226371,0.0688825
"592",0,"OM301",0,"OM279",1075564,0.0728808,0.0225603,0.0610687
"593",0,"OM301",0,"OM283",1123325,0.0582138,0.0269459,-0.0892747
"594",0,"OM301",0,"OM290",1101680,0.0760148,0.0175995,0.101349
"595",0,"OM301",0,"OM292",1058389,0.0749403,0.0138257,0.120561
"596",0,"OM318",0,"E10F",1111210,0.0381584,0.0547178,-0.378942
"597",0,"OM318",0,"E13M",1109148,0.0462824,0.0454863,-0.185218
"598",0,"OM318",0,"E14F",1138212,0.0341729,0.0611652,-0.588869
"599",0,"OM318",0,"E18F",1132352,0.0512111,0.0466631,-0.176531
"600",0,"OM318",0,"E19M",1073451,0.0473259,0.0502491,-0.207725
"601",0,"OM318",0,"E24M",1130744,0.0468435,0.0487688,-0.218104
"602",0,"OM318",0,"E25F",1067486,0.0462301,0.0484241,-0.20578
"603",0,"OM318",0,"E27M",998192,0.0526161,0.0461394,-0.172438
"604",0,"OM318",0,"E28F",1065613,0.0476608,0.0492064,-0.197934
"605",0,"OM318",0,"E29M",1129939,0.0447661,0.0511187,-0.227608
"606",0,"OM318",0,"E30M",1120100,0.0514231,0.0411945,-0.138268
"607",0,"OM318",0,"E31M",1136683,0.0442524,0.045631,-0.210815
"608",0,"OM318",0,"E32M",1087563,0.0458208,0.0499052,-0.225034
"609",0,"OM318",0,"E33M",888073,0.0513764,0.0507627,-0.206009
"610",0,"OM318",0,"E34M",1131658,0.0436139,0.0502882,-0.252798
"611",0,"OM318",0,"E35M",1139223,0.0588524,0.0279015,-0.0281809
"612",0,"OM318",0,"E36F",1079693,0.0442042,0.0512377,-0.256263
"613",0,"OM318",0,"E37F",1132270,0.0345571,0.0618466,-0.559933
"614",0,"OM318",0,"LAO01M",1135994,0.0575672,0.0288012,-0.00889101
"615",0,"OM318",0,"LAO03M",1095577,0.0464887,0.0472153,-0.242781
"616",0,"OM318",0,"LAO06M",1131835,0.0467639,0.0323501,-0.114203
"617",0,"OM318",0,"LO01F",1132102,0.0607931,0.029311,-0.0414359
"618",0,"OM318",0,"LO03M",1113813,0.0443252,0.0460212,-0.189944
"619",0,"OM318",0,"LO04M",1122319,0.0602306,0.0290568,-0.00607036
"620",0,"OM318",0,"OF289",1097722,0.0719116,0.0236253,0.024942
"621",0,"OM318",0,"OF304",1117019,0.0668744,0.017313,0.0576877
"622",0,"OM318",0,"OM258",946724,0.0624258,0.020648,0.0622474
"623",0,"OM318",0,"OM270",1090405,0.0734883,0.023184,0.026251
"624",0,"OM318",0,"OM274",1115865,0.0704915,0.0177262,0.0877525
"625",0,"OM318",0,"OM276",1125281,0.0566125,0.0241442,0.0138229
"626",0,"OM318",0,"OM279",1064105,0.0519526,0.0238905,-0.00208077
"627",0,"OM318",0,"OM283",1111711,0.0476572,0.0164044,0.0274576
"628",0,"OM318",0,"OM290",1090282,0.0558755,0.018952,0.0601557
"629",0,"OM318",0,"OM292",1047505,0.0564856,0.0189068,0.0715102
"630",0,"OM318",0,"OM301",1106448,0.0647034,0.00947808,0.115287
"631",0,"OM331",0,"E10F",986083,0.0639449,0.00983386,0.182079
"632",0,"OM331",0,"E13M",983970,0.0440959,0.0305538,-0.0905198
"633",0,"OM331",0,"E14F",1010442,0.0326065,0.0403675,-0.332908
"634",0,"OM331",0,"E18F",1004850,0.0532627,0.0214828,0.000655003
"635",0,"OM331",0,"E19M",950951,0.0435291,0.0353383,-0.141782
"636",0,"OM331",0,"E24M",1003661,0.044535,0.0358896,-0.129299
"637",0,"OM331",0,"E25F",946353,0.0471336,0.0279314,-0.056361
"638",0,"OM331",0,"E27M",883551,0.0540965,0.0276826,-0.0554145
"639",0,"OM331",0,"E28F",944361,0.0584025,0.0146162,0.0926364
"640",0,"OM331",0,"E29M",1003027,0.0556276,0.0156516,0.0800027
"641",0,"OM331",0,"E30M",993899,0.0525546,0.0246383,-0.0332453
"642",0,"OM331",0,"E31M",1008916,0.0417081,0.0322247,-0.105838
"643",0,"OM331",0,"E32M",964663,0.0514812,0.0227364,0.00913621
"644",0,"OM331",0,"E33M",783803,0.0545201,0.025546,-0.0295308
"645",0,"OM331",0,"E34M",1004236,0.0471403,0.0326188,-0.0851727
"646",0,"OM331",0,"E35M",1011151,0.0601859,0.00038471,0.181919
"647",0,"OM331",0,"E36F",956898,0.0425772,0.0274178,-0.0622006
"648",0,"OM331",0,"E37F",1004900,0.0400577,0.0294925,-0.157566
"649",0,"OM331",0,"LAO01M",1008374,0.0427113,0.0564513,-0.334027
"650",0,"OM331",0,"LAO03M",971419,0.0350961,0.0882266,-0.621682
"651",0,"OM331",0,"LAO06M",1004761,0.0360663,0.0643357,-0.413626
"652",0,"OM331",0,"LO01F",1004747,0.0559036,0.020853,-0.0214643
"653",0,"OM331",0,"LO03M",988247,0.0541555,0.0119838,0.105159
"654",0,"OM331",0,"LO04M",995927,0.0428013,0.0578436,-0.350943
"655",0,"OM331",0,"OF289",973575,0.0511486,0.0505919,-0.315224
"656",0,"OM331",0,"OF304",991354,0.0532928,0.0440045,-0.246448
"657",0,"OM331",0,"OM258",837145,0.0447234,0.0445204,-0.234295
"658",0,"OM331",0,"OM270",967294,0.0516131,0.0505606,-0.322775
"659",0,"OM331",0,"OM274",989952,0.0479316,0.0420253,-0.232165
"660",0,"OM331",0,"OM276",998553,0.0488948,0.0415752,-0.191401
"661",0,"OM331",0,"OM279",942778,0.0441249,0.0395692,-0.195472
"662",0,"OM331",0,"OM283",986606,0.0351802,0.0564531,-0.355789
"663",0,"OM331",0,"OM290",966845,0.0456143,0.0460922,-0.233495
"664",0,"OM331",0,"OM292",928191,0.0420646,0.0480698,-0.256077
"665",0,"OM331",0,"OM301",981517,0.0498911,0.0468459,-0.279254
"666",0,"OM331",0,"OM318",971218,0.0404544,0.0506107,-0.283289
"667",0,"Y22F",0,"E10F",1007169,0.0464907,0.0221562,-0.0220156
"668",0,"Y22F",0,"E13M",1005215,0.0469989,0.028949,-0.0529034
"669",0,"Y22F",0,"E14F",1032823,0.0340271,0.0377006,-0.314595
"670",0,"Y22F",0,"E18F",1027157,0.0562971,0.0196192,0.0394855
"671",0,"Y22F",0,"E19M",974533,0.0457665,0.0316983,-0.0878146
"672",0,"Y22F",0,"E24M",1025768,0.0456594,0.0308705,-0.0691408
"673",0,"Y22F",0,"E25F",966620,0.048114,0.027143,-0.0344558
"674",0,"Y22F",0,"E27M",902621,0.0518501,0.0286421,-0.0609336
"675",0,"Y22F",0,"E28F",964389,0.0522714,0.0205726,0.026351
"676",0,"Y22F",0,"E29M",1024684,0.0508576,0.0202443,0.0305187
"677",0,"Y22F",0,"E30M",1015405,0.0497201,0.026355,-0.0481037
"678",0,"Y22F",0,"E31M",1031530,0.0454451,0.0290665,-0.0538868
"679",0,"Y22F",0,"E32M",984925,0.0487925,0.0259522,-0.0186575
"680",0,"Y22F",0,"E33M",801249,0.0559876,0.0244818,-0.00370312
"681",0,"Y22F",0,"E34M",1027212,0.0474897,0.0307814,-0.0605212
"682",0,"Y22F",0,"E35M",1033597,0.0536815,0.0267029,-0.05643
"683",0,"Y22F",0,"E36F",980721,0.0475507,0.0237234,0.000134365
"684",0,"Y22F",0,"E37F",1027627,0.039599,0.0329156,-0.209023
"685",0,"Y22F",0,"LAO01M",1030506,0.0444694,0.0556824,-0.303191
"686",0,"Y22F",0,"LAO03M",994727,0.0366734,0.0870661,-0.627088
"687",0,"Y22F",0,"LAO06M",1026444,0.0373133,0.0659442,-0.440709
"688",0,"Y22F",0,"LO01F",1027392,0.0553859,0.0231752,-0.0312203
"689",0,"Y22F",0,"LO03M",1009476,0.0511553,0.0175041,0.05463
"690",0,"Y22F",0,"LO04M",1017648,0.0448986,0.0573705,-0.320531
"691",0,"Y22F",0,"OF289",994449,0.0537162,0.0536025,-0.313266
"692",0,"Y22F",0,"OF304",1012474,0.0527569,0.0429334,-0.223514
"693",0,"Y22F",0,"OM258",854338,0.046546,0.0473021,-0.234987
"694",0,"Y22F",0,"OM270",987594,0.0539503,0.0491822,-0.283111
"695",0,"Y22F",0,"OM274",1013013,0.048569,0.043107,-0.22262
"696",0,"Y22F",0,"OM276",1020283,0.0455138,0.0434291,-0.206016
"697",0,"Y22F",0,"OM279",966448,0.0453744,0.0454344,-0.224875
"698",0,"Y22F",0,"OM283",1007685,0.0375276,0.0537549,-0.336963
"699",0,"Y22F",0,"OM290",987580,0.0426791,0.0497772,-0.260376
"700",0,"Y22F",0,"OM292",947658,0.0425649,0.0532523,-0.28079
"701",0,"Y22F",0,"OM301",1002798,0.0515587,0.0442592,-0.233472
"702",0,"Y22F",0,"OM318",991938,0.0451187,0.0522916,-0.262091
"703",0,"Y22F",0,"OM331",877443,0.0490756,0.0204538,0.0246543
"704",0,"Y27M",0,"E10F",1153431,0.0646957,0.00646766,0.203489
"705",0,"Y27M",0,"E13M",1151311,0.0482007,0.0315388,-0.065493
"706",0,"Y27M",0,"E14F",1181215,0.033689,0.0392198,-0.332892
